Tg,Ta,Tc
35.55382315237859,23.90107978572307,37.88114208389898
34.176207790756315,24.300747189158308,36.983356570711294
34.049082717742984,24.0,36.89
32.71896263294086,22.98498196110952,37.14
34.309277532397026,24.25098540640483,36.89
34.53295836242376,23.35923281219456,36.89
35.22044950330549,29.09839208759076,37.037589919504526
35.749641509639375,24.7,38.26779382231154
34.479880762793684,23.7,36.89
34.25224478841757,23.338570394257047,36.84
34.03989640062093,22.08673253181603,37.09
34.02844033097898,23.2,36.68687304575235
34.04520621486092,24.3,37.04
34.163674405922144,23.73934875237652,36.89
34.752178562064685,26.03580513366724,36.66126873928517
33.70375630417633,22.907882520672658,37.41473635047284
34.72580862746643,22.666968166085987,37.14
34.43020078093236,23.5,37.22447470865147
34.67843359481175,23.5,37.42859783699599
34.6490163742214,25.546499570123345,36.45997662630929
34.35020829176963,23.6,37.09
34.55648819547444,23.990775966503733,37.14
34.70823775700637,23.00585979580356,36.5753885974658
34.77642682212424,26.29314512661441,36.74
35.582631718792506,27.38293550840935,37.20878670147745
33.266083822806195,22.50653561004072,36.24397865798519
32.97195134789989,23.2,36.54897036788849
31.2808448588646,21.82902794666529,36.23432029499956
34.75282635118604,26.19352343351406,36.74
33.283198518197715,22.985082476101795,37.32723363122973
34.32569284486579,22.689720951387205,36.5260662463677
34.37583712987184,24.1,36.64521602486409
34.75820159194894,24.1,37.29800582274772
34.535126531847546,24.207501828590757,36.69
34.37935532281248,23.505678344689404,37.09
34.025871925201635,23.40000961280647,37.09
34.38898392381064,23.2,37.14
34.14302776767011,25.41352276299371,37.98120486603294
34.35537887823773,25.953793778469308,36.89
34.51809861833491,24.717295911911123,36.99
33.838161357591474,22.746306925520887,36.59
34.365425052781006,24.04001787136419,36.74
33.916215648356484,23.7,36.94
34.710864456388336,24.00813467281355,36.84067351396115
33.67197417242544,24.1,37.14
33.89274948609223,24.1920297712214,35.892570864545675
34.25875330965241,24.52946375311606,37.19
34.796025220826714,26.127708489814395,36.534837025826846
34.02587338693723,24.2,36.89
34.53027363539545,24.1,36.51276118922389
34.050529318113256,22.75198368175018,36.803674101878975
35.04163569371684,23.2,37.25440565138198
35.639050001865094,24.0,38.51567945278726
34.54800058229687,24.50696848257577,36.37143152927149
34.320000581416004,24.0,37.36686609441941
33.555764096416,25.015722312630825,37.09
34.390976082047715,25.01957137383793,37.04
35.3592494978325,27.84019284435569,37.77259878954649
34.62755461095564,22.35555433830597,36.89
34.82522162351604,24.7,37.09
34.442594637932594,23.821521906014866,36.89
34.930204653244346,25.644586430746845,36.99
34.54566078499121,23.202702313047155,37.14
34.10238792893072,24.0,37.19574556175408
34.34779160066206,25.58521669012711,36.99
34.8710563417096,25.42078178999743,36.79
34.196766039625295,25.06129146075748,36.94
34.52922347429792,24.1,37.14
34.03822053143087,24.060203608320347,37.04
33.839608797075094,25.636283534506703,37.027947786467415
35.91931622603284,23.879324414539045,38.4303231114644
34.51961533797587,24.2,36.79
34.01255293077163,22.513403479553556,37.04
34.67987882108744,24.77615247087616,36.89
34.551864334336535,25.26877084203472,36.99
34.661112330765626,24.44759528837817,37.04
34.28114248806986,22.237353542170304,37.278563375999504
34.02167364056047,23.76638043624949,36.47080809079112
34.67043670129565,22.82504385715157,37.09
34.222749526586384,23.62900942574221,36.74
35.12601549408301,25.709020267041588,37.16328154321054
36.452588063540034,24.27264627559292,38.9219128730902
33.78526430487455,23.7,36.89
33.65471940269728,23.37273463151236,37.09
33.41999084627345,23.106635078060062,37.19
34.04125764936873,24.65696143487372,36.79
34.3196575666834,24.495861658341603,36.69
34.83121825060206,25.654373050052413,37.63566964936835
34.17389170876088,24.0,36.53454232295828
33.79980914103363,21.62321657031794,36.59
33.11814730240221,24.367812933959037,36.79
34.54610968809275,24.012580016460443,36.94
34.336097602130415,25.501633886470355,37.40291226160489
33.981816754187335,24.1,36.99
33.85905547372031,23.5,36.62617772954559
33.74862969800766,24.308506124189684,36.41645373516069
35.20828708827392,25.126453998669334,37.40454770837259
34.42992019801307,22.89794240001612,37.54469803597778
32.29972631150634,24.370721580891196,36.63955670958958
34.25990395854978,20.992623828737223,37.60740699421516
33.72282296008837,24.3,36.89
34.27987077405414,23.230067594659545,36.74
33.59509395296943,23.5,36.94
34.26530503617201,24.0,36.83573282445658
34.36747747083113,22.775410212024912,37.14
35.91573069234632,26.212829207448028,38.55622182019831
33.83199898961183,22.99579359545889,36.59
33.467431532060104,23.8,36.79
34.22280161837354,24.0,36.99
33.71702122288965,24.72758743148173,36.70344924518629
34.489850578308435,22.904525277847483,37.14189793698795
34.32585248062581,23.5,37.19448243161812
33.643750688664966,23.51373456196263,36.99
34.506618532399386,24.1,36.59
34.174515058965795,23.30096427061441,36.99930959675019
34.208342521907085,24.3,35.82579214265746
34.33931780941246,24.0,36.48510569063143
34.831845683008325,24.1,36.95175760968248
33.794752664734226,22.677876992613708,37.28204421123893
34.369371364699546,24.0,37.04
33.818601966785614,23.35030394011453,36.74
35.37533733538283,25.876629649733985,37.39279863155624
33.45718554097056,22.3208923136852,36.53889437417338
34.1387286667854,25.19204983769651,36.84
33.219116577843224,23.764229779299107,36.59
33.67848415991715,22.736159643879446,36.66887710492293
34.2727434161339,23.02381083215408,37.01489575743903
33.77156091968869,24.2,36.59
34.176127117511754,22.743485516561808,36.89
35.83240108719893,26.460999138475067,38.08755865131492
34.09359250804195,22.938275858515446,37.28746141128919
33.61655642336945,23.5,36.43894544623687
34.95026079461366,23.57763439263557,37.3804685802061
33.99064916502967,24.0,36.84
35.04901485567363,25.674963720919884,37.603897270925785
33.00126685777292,23.514810863918,36.75030603503801
33.25167944929885,23.2,36.36728220854807
34.60379598377351,23.91491379685661,37.17345347188286
34.652565613735966,24.67645878395931,36.85890550437178
34.67442961943956,25.774731021692396,36.65549938522789
34.21628114456421,23.213553501969304,36.45561316919927
33.855477001006044,22.92970018044669,36.89
34.80926682350284,24.1,36.99
33.887071698040344,22.113605476183515,37.04
33.72060114948664,21.51586098490792,36.89
